Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Construction,SG01RSC04B01EE1,2025Q1,0.0776316,4442.545
Industry groups,Wholesale trade,SG01RSC04B01FF1,2025Q1,0.0453238,3422.444
Industry groups,Retail trade,SG01RSC04B01GH1,2025Q1,0.0428122,3339.201
Industry groups,Accommodation services,SG01RSC04B01GH2,2025Q1,0.0219995,1386.460
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2025Q1,0.0432453,2945.847
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2025Q1,0.0193471,2839.386
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2025Q1,0.0630781,3969.306
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2025Q1,0.0692990,4709.853
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2025Q1,0.0778717,5466.113
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2025Q1,0.0884178,6672.542
Industry groups,Administrative and support services,SG01RSC04B01MN2,2025Q1,0.0212224,1581.328
Industry groups,Local Government administration,SG01RSC04B01OO1,2025Q1,0.0049286,424.551
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2025Q1,0.0391483,2930.770
Industry groups,Education and training,SG01RSC04B01PP1,2025Q1,0.0408896,2529.098
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2025Q1,0.0715712,4859.142
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2025Q1,0.0128377,892.187
Industry groups,Other services,SG01RSC04B01RS2,2025Q1,0.0203430,1238.771
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2025Q1,0.0832239,5256.124
Industry groups,Agriculture,SG01RSC04B01AA1,2025Q2,0.0292382,2644.120
Industry groups,Forestry and logging,SG01RSC04B01AA2,2025Q2,0.0023577,358.000
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2025Q2,0.0084902,573.404
Industry groups,Mining,SG01RSC04B01BB1,2025Q2,0.0074217,482.093
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2025Q2,0.0329428,1892.811
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2025Q2,0.0017774,129.475
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2025Q2,0.0057107,508.861
Industry groups,Printing,SG01RSC04B01CC4,2025Q2,0.0014829,125.308
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2025Q2,0.0078260,495.278
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2025Q2,0.0033251,212.662
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2025Q2,0.0107586,555.815
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2025Q2,0.0163335,1316.770
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2025Q2,0.0025112,175.676
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2025Q2,0.0266333,1759.026
Industry groups,Construction,SG01RSC04B01EE1,2025Q2,0.0776316,4315.511
Industry groups,Wholesale trade,SG01RSC04B01FF1,2025Q2,0.0453238,3473.258
Industry groups,Retail trade,SG01RSC04B01GH1,2025Q2,0.0428122,3357.727
Industry groups,Accommodation services,SG01RSC04B01GH2,2025Q2,0.0219995,1372.658
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2025Q2,0.0432453,2891.318
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2025Q2,0.0193471,2877.846
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2025Q2,0.0630781,3953.311
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2025Q2,0.0692990,4750.208
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2025Q2,0.0778717,5462.417
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2025Q2,0.0884178,6647.070
Industry groups,Administrative and support services,SG01RSC04B01MN2,2025Q2,0.0212224,1617.236
Industry groups,Local Government administration,SG01RSC04B01OO1,2025Q2,0.0049286,437.118
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2025Q2,0.0391483,2944.268
Industry groups,Education and training,SG01RSC04B01PP1,2025Q2,0.0408896,2522.524
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2025Q2,0.0715712,4819.688
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2025Q2,0.0128377,898.720
Industry groups,Other services,SG01RSC04B01RS2,2025Q2,0.0203430,1243.893
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2025Q2,0.0832239,5198.584
Industry groups,Agriculture,SG01RSC04B01AA1,2025Q3,0.0292382,2661.718
Industry groups,Forestry and logging,SG01RSC04B01AA2,2025Q3,0.0023577,374.793
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2025Q3,0.0084902,581.013
Industry groups,Mining,SG01RSC04B01BB1,2025Q3,0.0074217,485.540
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2025Q3,0.0329428,1939.755
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2025Q3,0.0017774,142.063
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2025Q3,0.0057107,501.335
Industry groups,Printing,SG01RSC04B01CC4,2025Q3,0.0014829,124.917
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2025Q3,0.0078260,519.219
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2025Q3,0.0033251,208.118
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2025Q3,0.0107586,569.253
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2025Q3,0.0163335,1342.564
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2025Q3,0.0025112,176.739
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2025Q3,0.0266333,1800.254
Industry groups,Construction,SG01RSC04B01EE1,2025Q3,0.0776316,4389.115
Industry groups,Wholesale trade,SG01RSC04B01FF1,2025Q3,0.0453238,3528.879
Industry groups,Retail trade,SG01RSC04B01GH1,2025Q3,0.0428122,3392.356
Industry groups,Accommodation services,SG01RSC04B01GH2,2025Q3,0.0219995,1391.730
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2025Q3,0.0432453,2908.912
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2025Q3,0.0193471,2816.977
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2025Q3,0.0630781,3965.136
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2025Q3,0.0692990,4787.990
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2025Q3,0.0778717,5460.845
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2025Q3,0.0884178,6787.526
Industry groups,Administrative and support services,SG01RSC04B01MN2,2025Q3,0.0212224,1555.350
Industry groups,Local Government administration,SG01RSC04B01OO1,2025Q3,0.0049286,439.057
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2025Q3,0.0391483,3008.940
Industry groups,Education and training,SG01RSC04B01PP1,2025Q3,0.0408896,2518.573
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2025Q3,0.0715712,4840.180
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2025Q3,0.0128377,896.593
Industry groups,Other services,SG01RSC04B01RS2,2025Q3,0.0203430,1262.744
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2025Q3,0.0832239,5336.091
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q2,0.0609628,1844.204
High level industry groups,Mining,SG01RSC02B01A02,1987Q2,0.0140206,530.698
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q2,0.1939019,4492.764
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q2,0.0297694,1125.359
High level industry groups,Construction,SG01RSC02B01B03,1987Q2,0.0500788,1565.783
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q2,0.0574564,1556.707
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q2,0.0671556,1844.975
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q2,0.0535779,941.055
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q2,0.0433400,433.118
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q2,0.0538671,1487.323
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q2,0.1054535,3812.252
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q2,0.0528712,2285.254
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q2,0.0436076,1378.059
High level industry groups,Education and training,SG01RSC02B01C09,1987Q2,0.0388231,1379.994
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q2,0.0421132,1285.675
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q2,0.0249580,798.027
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q2,0.0680429,1781.153
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q3,0.0609628,1919.549
High level industry groups,Mining,SG01RSC02B01A02,1987Q3,0.0140206,446.346
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q3,0.1939019,4406.718
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q3,0.0297694,1108.420
High level industry groups,Construction,SG01RSC02B01B03,1987Q3,0.0500788,1633.710
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q3,0.0574564,1514.564
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q3,0.0671556,1831.242
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q3,0.0535779,971.482
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q3,0.0433400,448.299
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q3,0.0538671,1500.103
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q3,0.1054535,3867.815
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q3,0.0528712,2381.015
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q3,0.0436076,1375.315
High level industry groups,Education and training,SG01RSC02B01C09,1987Q3,0.0388231,1383.244
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q3,0.0421132,1284.962
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q3,0.0249580,803.348
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q3,0.0680429,1803.761
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q4,0.0609628,1996.904
High level industry groups,Mining,SG01RSC02B01A02,1987Q4,0.0140206,640.364
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q4,0.1939019,4367.252
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q4,0.0297694,1114.319
High level industry groups,Construction,SG01RSC02B01B03,1987Q4,0.0500788,1641.194
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q4,0.0574564,1436.549
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q4,0.0671556,1827.122
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q4,0.0535779,1015.037
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q4,0.0433400,450.058
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q4,0.0538671,1501.024
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q4,0.1054535,3841.017
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q4,0.0528712,2404.058
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q4,0.0436076,1372.139
High level industry groups,Education and training,SG01RSC02B01C09,1987Q4,0.0388231,1387.804
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q4,0.0421132,1285.658
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q4,0.0249580,828.872
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q4,0.0680429,1825.991
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1988Q1,0.0609628,2015.738
High level industry groups,Mining,SG01RSC02B01A02,1988Q1,0.0140206,658.536
High level industry groups,Manufacturing,SG01RSC02B01B01,1988Q1,0.1939019,4331.364
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1988Q1,0.0297694,1120.915
High level industry groups,Construction,SG01RSC02B01B03,1988Q1,0.0500788,1661.185
High level industry groups,Wholesale trade,SG01RSC02B01C01,1988Q1,0.0574564,1520.610
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1988Q1,0.0671556,1802.455
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1988Q1,0.0535779,1040.746
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1988Q1,0.0433400,448.656
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1988Q1,0.0538671,1477.570
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1988Q1,0.1054535,3791.208
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1988Q1,0.0528712,2399.175
High level industry groups,Public administration and safety,SG01RSC02B01C08,1988Q1,0.0436076,1374.413
High level industry groups,Education and training,SG01RSC02B01C09,1988Q1,0.0388231,1393.707
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1988Q1,0.0421132,1261.760
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1988Q1,0.0249580,791.375
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q1,0.0680429,1742.538
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1988Q2,0.0650957,2005.333
High level industry groups,Mining,SG01RSC02B01A02,1988Q2,0.0125354,622.559
High level industry groups,Manufacturing,SG01RSC02B01B01,1988Q2,0.1874220,4430.567
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1988Q2,0.0309242,1084.626
High level industry groups,Construction,SG01RSC02B01B03,1988Q2,0.0468183,1538.195
High level industry groups,Wholesale trade,SG01RSC02B01C01,1988Q2,0.0583804,1467.245
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1988Q2,0.0641125,1767.722
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1988Q2,0.0542121,1057.423
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1988Q2,0.0440380,450.899
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1988Q2,0.0499487,1441.762
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1988Q2,0.1168895,3776.429
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1988Q2,0.0575841,2465.339
High level industry groups,Public administration and safety,SG01RSC02B01C08,1988Q2,0.0455952,1371.845
High level industry groups,Education and training,SG01RSC02B01C09,1988Q2,0.0394615,1400.964
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1988Q2,0.0425844,1317.574
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1988Q2,0.0255795,782.048
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q2,0.0588185,1706.650
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1988Q3,0.0650957,1957.824
High level industry groups,Mining,SG01RSC02B01A02,1988Q3,0.0125354,588.714
High level industry groups,Manufacturing,SG01RSC02B01B01,1988Q3,0.1874220,4360.096
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1988Q3,0.0309242,1088.059
High level industry groups,Construction,SG01RSC02B01B03,1988Q3,0.0468183,1539.338
High level industry groups,Wholesale trade,SG01RSC02B01C01,1988Q3,0.0583804,1519.964
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1988Q3,0.0641125,1794.476
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1988Q3,0.0542121,1067.839
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1988Q3,0.0440380,449.755
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1988Q3,0.0499487,1436.139
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1988Q3,0.1168895,3742.509
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1988Q3,0.0575841,2437.764
High level industry groups,Public administration and safety,SG01RSC02B01C08,1988Q3,0.0455952,1353.806
High level industry groups,Education and training,SG01RSC02B01C09,1988Q3,0.0394615,1409.758
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1988Q3,0.0425844,1330.370
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1988Q3,0.0255795,781.352
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q3,0.0588185,1756.889
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1988Q4,0.0650957,1854.028
High level industry groups,Mining,SG01RSC02B01A02,1988Q4,0.0125354,440.721
High level industry groups,Manufacturing,SG01RSC02B01B01,1988Q4,0.1874220,4320.471
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1988Q4,0.0309242,1125.813
High level industry groups,Construction,SG01RSC02B01B03,1988Q4,0.0468183,1507.277
High level industry groups,Wholesale trade,SG01RSC02B01C01,1988Q4,0.0583804,1592.269
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1988Q4,0.0641125,1787.089
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1988Q4,0.0542121,1050.655
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1988Q4,0.0440380,450.727
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1988Q4,0.0499487,1462.409
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1988Q4,0.1168895,3725.064
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1988Q4,0.0575841,2428.671
High level industry groups,Public administration and safety,SG01RSC02B01C08,1988Q4,0.0455952,1355.714
High level industry groups,Education and training,SG01RSC02B01C09,1988Q4,0.0394615,1419.666
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1988Q4,0.0425844,1340.522
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1988Q4,0.0255795,782.853
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q4,0.0588185,1755.387
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1989Q1,0.0650957,1826.686
High level industry groups,Mining,SG01RSC02B01A02,1989Q1,0.0125354,669.802
High level industry groups,Manufacturing,SG01RSC02B01B01,1989Q1,0.1874220,4388.681
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1989Q1,0.0309242,1094.090
High level industry groups,Construction,SG01RSC02B01B03,1989Q1,0.0468183,1522.701
High level industry groups,Wholesale trade,SG01RSC02B01C01,1989Q1,0.0583804,1668.257
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1989Q1,0.0641125,1791.925
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1989Q1,0.0542121,1027.573
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1989Q1,0.0440380,458.475
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1989Q1,0.0499487,1455.241
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1989Q1,0.1168895,3682.366
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1989Q1,0.0575841,2490.053
High level industry groups,Public administration and safety,SG01RSC02B01C08,1989Q1,0.0455952,1375.076
High level industry groups,Education and training,SG01RSC02B01C09,1989Q1,0.0394615,1431.087
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1989Q1,0.0425844,1359.582
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1989Q1,0.0255795,790.191
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q1,0.0588185,1853.394
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1989Q2,0.0676867,1760.022
High level industry groups,Mining,SG01RSC02B01A02,1989Q2,0.0120160,485.271
High level industry groups,Manufacturing,SG01RSC02B01B01,1989Q2,0.1862033,4388.738
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1989Q2,0.0311955,1132.648
High level industry groups,Construction,SG01RSC02B01B03,1989Q2,0.0476383,1637.109
High level industry groups,Wholesale trade,SG01RSC02B01C01,1989Q2,0.0522401,1668.656
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1989Q2,0.0621863,1868.637
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1989Q2,0.0536872,1031.226
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1989Q2,0.0404773,475.465
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1989Q2,0.0472555,1399.530
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1989Q2,0.1206447,3691.077
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1989Q2,0.0566807,2501.882
High level industry groups,Public administration and safety,SG01RSC02B01C08,1989Q2,0.0466142,1383.939
High level industry groups,Education and training,SG01RSC02B01C09,1989Q2,0.0399625,1444.130
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1989Q2,0.0408506,1326.896
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1989Q2,0.0252562,797.316
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q2,0.0694051,1900.571
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1989Q3,0.0676867,1776.549
High level industry groups,Mining,SG01RSC02B01A02,1989Q3,0.0120160,539.925
High level industry groups,Manufacturing,SG01RSC02B01B01,1989Q3,0.1862033,4295.051
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1989Q3,0.0311955,1143.797
High level industry groups,Construction,SG01RSC02B01B03,1989Q3,0.0476383,1605.692
High level industry groups,Wholesale trade,SG01RSC02B01C01,1989Q3,0.0522401,1574.269
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1989Q3,0.0621863,1768.985
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1989Q3,0.0536872,1012.290
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1989Q3,0.0404773,474.148
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1989Q3,0.0472555,1370.285
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1989Q3,0.1206447,3685.108
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1989Q3,0.0566807,2486.428
High level industry groups,Public administration and safety,SG01RSC02B01C08,1989Q3,0.0466142,1420.040
High level industry groups,Education and training,SG01RSC02B01C09,1989Q3,0.0399625,1456.892
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1989Q3,0.0408506,1344.301
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1989Q3,0.0252562,788.094
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q3,0.0694051,1847.385
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1989Q4,0.0676867,1781.596
High level industry groups,Mining,SG01RSC02B01A02,1989Q4,0.0120160,450.382
High level industry groups,Manufacturing,SG01RSC02B01B01,1989Q4,0.1862033,4318.708
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1989Q4,0.0311955,1099.588
High level industry groups,Construction,SG01RSC02B01B03,1989Q4,0.0476383,1602.461
High level industry groups,Wholesale trade,SG01RSC02B01C01,1989Q4,0.0522401,1617.027
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1989Q4,0.0621863,1760.281
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1989Q4,0.0536872,1023.264
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1989Q4,0.0404773,478.286
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1989Q4,0.0472555,1370.191
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1989Q4,0.1206447,3689.819
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1989Q4,0.0566807,2428.061
High level industry groups,Public administration and safety,SG01RSC02B01C08,1989Q4,0.0466142,1406.867
High level industry groups,Education and training,SG01RSC02B01C09,1989Q4,0.0399625,1467.864
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1989Q4,0.0408506,1353.940
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1989Q4,0.0252562,772.229
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q4,0.0694051,1845.903
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1990Q1,0.0676867,1848.412
High level industry groups,Mining,SG01RSC02B01A02,1990Q1,0.0120160,471.016
High level industry groups,Manufacturing,SG01RSC02B01B01,1990Q1,0.1862033,4257.419
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1990Q1,0.0311955,1155.023
High level industry groups,Construction,SG01RSC02B01B03,1990Q1,0.0476383,1492.418
High level industry groups,Wholesale trade,SG01RSC02B01C01,1990Q1,0.0522401,1638.633
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1990Q1,0.0621863,1765.151
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1990Q1,0.0536872,1011.412
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1990Q1,0.0404773,481.204
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1990Q1,0.0472555,1352.866
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1990Q1,0.1206447,3712.186
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1990Q1,0.0566807,2422.056
High level industry groups,Public administration and safety,SG01RSC02B01C08,1990Q1,0.0466142,1425.038
High level industry groups,Education and training,SG01RSC02B01C09,1990Q1,0.0399625,1477.816
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1990Q1,0.0408506,1355.115
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1990Q1,0.0252562,774.094
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q1,0.0694051,1876.530
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1990Q2,0.0598848,1988.697
High level industry groups,Mining,SG01RSC02B01A02,1990Q2,0.0159853,472.795
High level industry groups,Manufacturing,SG01RSC02B01B01,1990Q2,0.1778995,4225.663
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1990Q2,0.0304128,1174.507
High level industry groups,Construction,SG01RSC02B01B03,1990Q2,0.0410605,1439.539
High level industry groups,Wholesale trade,SG01RSC02B01C01,1990Q2,0.0609452,1613.308
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1990Q2,0.0621990,1752.494
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1990Q2,0.0516453,1019.268
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1990Q2,0.0401594,478.030
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1990Q2,0.0520924,1344.691
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1990Q2,0.1267719,3760.465
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1990Q2,0.0555397,2342.377
